"","ID","consumption_unit_total","calendar_month","community","year","temperature","NumOfConnected-COMMELEC","NumOfConnected-FREENRESIE","NumOfConnected-FREERESIE","NumOfConnected-GOVTELEC","NumOfConnected-INDTELEC","NumOfConnected-RESIEXPE","NumOfConnected-RESINATE","NumOfConnected-RESINATSE","NumOfConnected-ENORATE","NumOfConnected-TOTAL","Expat_Ratio","Community.Name","One.Storey.Building","Multi.Storey.Building","Multi.Storey.Ratio.Building","Private.Villa","Investment.Villa","Arabic.House","Public.Building","Industrial.Building","Other.Buildings","Total.Buildings","population","Avg_Consumption_per_person","population_density"
"1","201704-111",4539462.39,"201704","111","2017",30.8,28,0,0,13,0,0,0,0,0,41,NA,"AL CORNICHE",0,2,0,0,0,0,4,0,0,6,1550,2928.68541290323,258.333333333333
"2","201704-112",10012335.521,"201704","112","2017",30.8,3000,0,0,22,0,1044,9,0,0,4075,0.991452991452991,"AL RAS",0,204,0,0,0,12,185,0,0,401,6621,1512.20895952273,16.5112219451372
"3","201704-113",12634208.505,"201704","113","2017",30.8,3158,0,0,4,0,1499,6,0,0,4667,0.996013289036545,"AL DAGHAYA",0,307,0,0,0,21,55,0,0,383,14963,844.363329880372,39.0678851174935
"4","201704-114",10037987.06,"201704","114","2017",30.8,3317,0,0,4,0,594,1,0,0,3916,0.998319327731092,"AL BUTEEN",0,174,0,0,0,1,157,0,0,332,2563,3916.49904799064,7.71987951807229
"5","201704-115",6275032.022,"201704","115","2017",30.8,1304,0,0,8,0,288,0,0,0,1600,1,"AL SABKHA",0,73,0,0,0,0,33,0,0,106,3750,1673.34187253333,35.377358490566
"6","201704-116",13688009.12,"201704","116","2017",30.8,2737,0,1,9,0,2382,9,0,0,5138,0.996235884567127,"AYAL NASIR",0,250,0,0,0,11,20,0,0,281,18512,739.412765773552,65.8790035587189
"7","201704-117",24428209.552,"201704","117","2017",30.8,7573,0,0,7,0,6183,21,0,0,13784,0.996615087040619,"AL MURAR",1,529,0,0,0,11,30,0,0,571,37371,653.667537716411,65.4483362521891
"8","201704-118",41775987.267,"201704","118","2017",30.8,11021,0,0,15,0,7391,37,1,0,18465,0.994884910485934,"NAIF",2,678,0,4,0,42,114,0,0,840,47497,879.550019306482,56.5440476190476
"9","201704-119",36467584.266,"201704","119","2017",30.8,2055,0,0,38,0,2027,21,0,0,4141,0.98974609375,"AL RIGGA",0,94,0,0,0,2,44,0,0,140,9976,3655.53170268645,71.2571428571429
"10","201704-121",89792.58,"201704","121","2017",30.8,3,0,2,7,0,0,0,0,0,12,NA,"CORNICHE DEIRA",0,0,0,0,0,0,8,0,0,8,14,6413.75571428571,1.75
"11","201704-122",16695067.849,"201704","122","2017",30.8,707,0,0,39,0,4648,125,1,0,5520,0.973607038123167,"AL BARAHA",2,200,0,92,180,20,37,0,1,532,23838,700.355224809128,44.8082706766917
"12","201704-123",25912799.083,"201704","123","2017",30.8,1198,0,3,27,0,4787,136,6,0,6157,0.971190910935281,"AL MUTEENA",10,393,0,128,171,118,63,0,0,883,42804,605.382653093169,48.475651189128
"13","201704-124",83796524.484,"201704","124","2017",30.8,3694,0,1,41,0,10784,125,4,0,14649,0.988179235773848,"AL MURAQQABAT",0,411,0,5,0,25,75,0,0,516,68058,1231.25164542008,131.895348837209
"14","201704-125",21953200.102,"201704","125","2017",30.8,864,0,0,26,0,936,28,1,0,1855,0.969948186528497,"RIGGAT AL BUTEEN",0,22,2,0,0,1,26,0,0,51,6690,3281.49478355755,131.176470588235
"15","201704-126",11380434.773,"201704","126","2017",30.8,183,0,0,30,0,1402,327,23,0,1965,0.800228310502283,"ABU HAIL",5,106,0,484,459,348,33,0,3,1438,15878,716.742333606248,11.0417246175243
"16","201704-127",30038631.19,"201704","127","2017",30.8,2344,0,2,40,3,6400,189,44,0,9022,0.964872606663651,"HOR AL ANZ",18,685,0,90,505,688,86,0,13,2085,79735,376.730810685395,38.242206235012
"17","201704-128",14382875.661,"201704","128","2017",30.8,1626,0,0,42,4,128,4,0,0,1804,0.96969696969697,"AL KHABAISI",5,18,0,6,0,10,189,0,238,466,1775,8103.02854140845,3.80901287553648
"18","201704-129",54504907.583,"201704","129","2017",30.8,2491,0,3,72,0,2153,29,0,0,4748,0.986709440879927,"PORT SAEED",0,136,0,0,92,25,83,0,0,336,12513,4355.86250962998,37.2410714285714
"19","201704-131",1157362.57,"201704","131","2017",30.8,75,0,1,31,0,2,0,0,0,109,1,"AL HAMRIYA PORT",0,1,0,0,0,0,40,0,96,137,460,2516.00558695652,3.35766423357664
"20","201704-132",8902759.841,"201704","132","2017",30.8,61,0,0,27,0,642,392,62,0,1184,0.585766423357664,"AL WUHEIDA",0,11,0,559,46,421,18,0,0,1055,19388,459.18918098824,18.3772511848341
"21","201704-133",24242507.343,"201704","133","2017",30.8,1734,0,1,89,1,4296,220,31,0,6372,0.944798768418738,"HOR AL ANZ EAST",0,75,0,136,0,114,30,0,5,360,19961,1214.49362972797,55.4472222222222
"22","201704-134",18114938.309,"201704","134","2017",30.8,643,0,2,70,0,2850,434,12,0,4011,0.864684466019418,"AL MAMZAR",1,29,1,356,4,3,47,0,1,442,13218,1370.47498176729,29.9049773755656
"23","201704-141",0,"201704","141","2017",30.8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","201704-213",1458935.18,"201704","213","2017",30.8,8,0,2,7,0,23,138,17,0,195,0.129213483146067,"NADD SHAMMA",0,0,0,189,0,0,7,0,1,197,2790,522.915835125448,14.1624365482234
"25","201704-214",45948273.906,"201704","214","2017",30.8,1736,0,2,76,5,1942,132,1,0,3894,0.935903614457831,"AL GARHOUD",3,45,8,99,1097,0,133,0,19,1404,17254,2663.05053355744,12.2891737891738
"26","201704-215",20600565.633,"201704","215","2017",30.8,1567,0,6,36,81,187,3,0,0,1880,0.984210526315789,"UMM RAMOOL",3,4,0,0,85,1,436,27,298,854,2829,7281.9249321315,3.31264637002342
"27","201704-216",18579417.162,"201704","216","2017",30.8,564,1,4,75,0,1398,1017,150,0,3209,0.545029239766082,"AL RASHIDIYA",13,14,0,1112,440,904,81,0,1,2565,33719,551.007359708176,13.1458089668616
"28","201704-221",112867115.558,"201704","221","2017",30.8,485,0,1,65,16,2,0,0,0,569,1,"DUBAI INT'L AIRPORT",0,0,0,0,0,0,76,0,8,84,22,5130323.43445455,0.261904761904762
"29","201704-226",12763751.04,"201704","226","2017",30.8,293,0,0,68,0,804,281,56,0,1502,0.70464504820333,"AL TWAR FIRST",1,11,0,425,63,25,35,0,0,560,10250,1245.24400390244,18.3035714285714
"30","201704-227",3431143.2,"201704","227","2017",30.8,31,0,2,11,0,71,249,35,0,399,0.2,"AL TWAR SECOND",0,0,0,359,0,0,20,0,0,379,4378,783.723892188214,11.5514511873351
"31","201704-228",8994263.362,"201704","228","2017",30.8,50,0,0,24,0,90,674,54,0,892,0.110024449877751,"AL TWAR THIRD",0,0,0,864,0,0,25,0,1,890,9851,913.030490508578,11.0685393258427
"32","201704-231",20616016.825,"201704","231","2017",30.8,853,0,2,12,0,8262,157,13,0,9299,0.979838709677419,"AL NAHDA FIRST",1,69,1,0,0,0,21,0,0,92,23760,867.677475799663,258.260869565217
"33","201704-232",29630629.521,"201704","232","2017",30.8,668,1,2,44,0,11267,159,9,0,12150,0.985308264101443,"AL QUSAIS FIRST",0,190,0,0,0,0,54,0,3,247,41225,718.753899842329,166.902834008097
"34","201704-233",11954364.157,"201704","233","2017",30.8,737,0,0,36,0,2679,134,20,0,3606,0.945640663607483,"AL QUSAIS SECOND",0,47,0,165,3,43,45,0,8,311,11144,1072.71753024049,35.8327974276527
"35","201704-234",4724993.651,"201704","234","2017",30.8,63,0,0,13,0,230,310,82,0,698,0.369774919614148,"AL QUSAIS THIRD",0,1,0,587,8,92,31,0,0,719,6480,729.165686882716,9.0125173852573
"36","201704-237",5008.36,"201704","237","2017",30.8,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","201704-238",63.36,"201704","238","2017",30.8,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","201704-241",31530868.223,"201704","241","2017",30.8,946,0,0,28,0,14645,311,31,0,15961,0.977180222859812,"AL NAHDA SECOND",0,243,0,0,0,0,20,0,0,263,54678,576.664622389261,207.901140684411
"39","201704-242",10305462.351,"201704","242","2017",30.8,1911,0,1,13,16,1412,20,1,0,3374,0.985345429169574,"AL QUSAIS IND. FIRST",1,43,0,0,0,0,82,12,227,365,8181,1259.68247781445,22.413698630137
"40","201704-243",6789202.962,"201704","243","2017",30.8,1127,0,1,17,28,1076,25,2,0,2276,0.975521305530372,"AL QUSAIS IND. SECOND",5,23,0,0,0,0,64,2,84,178,7875,862.121011047619,44.2415730337079
"41","201704-244",3633897.818,"201704","244","2017",30.8,21,0,2,12,0,74,370,75,0,554,0.142581888246628,"MUHAISANAH THIRD",0,0,0,598,0,10,16,0,0,624,5950,610.73912907563,9.53525641025641
"42","201704-245",21601048.681,"201704","245","2017",30.8,512,0,0,34,0,10499,635,54,0,11734,0.938416160171612,"MUHAISANAH FOURTH",5,134,0,0,0,422,33,0,0,594,27848,775.676841460787,46.8821548821549
"43","201704-246",5007399.095,"201704","246","2017",30.8,815,0,1,9,8,262,8,2,0,1105,0.963235294117647,"AL QUSAIS IND. THIRD",0,12,0,0,0,0,129,13,63,217,2335,2144.49640042827,10.7603686635945
"44","201704-247",4145606.194,"201704","247","2017",30.8,720,0,1,8,13,378,24,8,0,1152,0.921951219512195,"AL QUSAIS IND. FOURTH",0,11,1,0,0,0,86,4,90,192,2188,1894.70118555759,11.3958333333333
"45","201704-248",2220742.35,"201704","248","2017",30.8,329,1,1,14,6,128,9,1,0,489,0.927536231884058,"AL QUSAIS IND. FIFTH",0,19,0,0,0,0,26,2,93,140,600,3701.23725,4.28571428571429
"46","201704-251",36476198.87,"201704","251","2017",30.8,1436,1,3,34,0,10939,2232,45,0,14690,0.827708837772397,"MIRDIF",86,141,0,890,8308,0,39,0,4,9468,57668,632.520615766109,6.09083227714406
"47","201704-252",217153.77,"201704","252","2017",30.8,2,1,1,3,0,0,0,0,0,7,NA,"MUSHRAIF",1,0,0,3,0,0,6,0,0,10,63,3446.88523809524,6.3
"48","201704-261",7366740.68,"201704","261","2017",30.8,116,0,1,21,0,76,625,51,0,890,0.101063829787234,"MUHAISNAH FIRST",0,14,0,883,0,0,29,0,2,928,7023,1048.94499216859,7.56788793103448
"49","201704-262",14004219.28,"201704","262","2017",30.8,383,0,0,24,0,143,1396,111,0,2057,0.0866666666666667,"AL MIZHAR FIRST",1,0,0,1823,75,7,59,0,2,1967,15182,922.422558292715,7.71835282155567
"50","201704-263",7911454.78,"201704","263","2017",30.8,39,0,0,8,0,66,963,66,0,1142,0.0602739726027397,"AL MIZHAR SECOND",0,0,0,1216,8,0,15,0,0,1239,10463,756.136364331454,8.44471347861178
"51","201704-264",31666105.037,"201704","264","2017",30.8,380,0,1,24,0,776,0,0,0,1181,1,"MUHAISANAH SECOND",149,524,0,0,0,0,131,0,3,807,202918,156.053701677525,251.447335811648
"52","201704-265",5510472.78,"201704","265","2017",30.8,44,0,0,16,0,10,1062,421,0,1553,0.00669792364367046,"OUD AL MUTEENA FIRST",1,0,0,2517,0,0,15,0,1,2534,12068,456.618559827643,4.76243093922652
"53","201704-266",1211134.47,"201704","266","2017",30.8,12,0,0,2,0,21,231,16,0,282,0.0783582089552239,"OUD AL MUTEENA SECOND",0,0,0,667,0,0,7,0,0,674,4780,253.375412133891,7.0919881305638
"54","201704-268",1664035,"201704","268","2017",30.8,14,0,0,3,0,131,419,56,0,623,0.216171617161716,"OUD AL MUTEENA THIRD",0,0,0,298,322,0,2,0,0,622,6110,272.346153846154,9.82315112540193
"55","201704-271",3453929.062,"201704","271","2017",30.8,33,1,0,15,0,23,279,2,0,353,0.0756578947368421,"WADI ALAMARDI",212,1,0,174,40,0,23,0,60,510,3120,1107.02854551282,6.11764705882353
"56","201704-281",8281393.86,"201704","281","2017",30.8,82,0,3,23,0,64,925,24,0,1121,0.0631786771964462,"AL KHWANEEJ FIRST",35,0,0,2005,0,0,23,0,1,2064,11169,741.462428149342,5.41133720930233
"57","201704-282",2081610.4,"201704","282","2017",30.8,114,0,0,8,1,21,203,20,0,367,0.0860655737704918,"AL KHWANEEJ SECOND",58,1,0,682,0,25,19,0,6,791,2786,747.168126346016,3.52212389380531
"58","201704-283",788507.91,"201704","283","2017",30.8,22,0,0,1,0,32,88,0,0,143,0.266666666666667,"ALEYAS",51,1,0,31,0,0,6,0,94,183,1690,466.572727810651,9.23497267759563
"59","201704-284",875730.54,"201704","284","2017",30.8,47,0,0,7,0,6,2,0,0,62,0.75,"AL TTAY",3,19,0,0,0,0,21,5,45,93,805,1087.86402484472,8.65591397849462
"60","201704-311",5049788.476,"201704","311","2017",30.8,81,0,1,30,4,0,0,0,0,116,NA,"AL SHINDAGHA",0,0,0,0,0,0,14,0,0,14,2,2524894.238,0.142857142857143
"61","201704-312",42503799.7,"201704","312","2017",30.8,7056,0,1,52,0,7459,20,1,0,14589,0.997192513368984,"AL SOUQ AL KABEER",3,536,0,0,0,64,227,0,1,831,44783,949.105680727062,53.8904933814681
"62","201704-313",22432177.609,"201704","313","2017",30.8,799,0,0,13,0,5585,33,0,0,6430,0.994126023495906,"AL HAMRIYA",2,324,0,0,0,20,18,0,0,364,31957,701.948793973152,87.793956043956
"63","201704-314",7978671.644,"201704","314","2017",30.8,224,0,0,11,0,1221,7,0,0,1463,0.994299674267101,"UMM HURAIR FIRST",0,36,0,4,0,0,45,0,0,85,5118,1558.94326768269,60.2117647058824
"64","201704-315",36780547.992,"201704","315","2017",30.8,828,2,3,77,0,773,32,0,0,1715,0.960248447204969,"UMM HURAIR SECOND",3,30,0,0,22,0,75,0,0,130,4579,8032.44114260756,35.2230769230769
"65","201704-316",40763268.708,"201704","316","2017",30.8,1913,0,1,20,0,8607,42,0,0,10583,0.995143947277142,"AL RAFFA",5,341,0,11,0,63,49,0,0,469,41266,987.817300150245,87.9872068230277
"66","201704-317",61010596.026,"201704","317","2017",30.8,3015,0,1,25,0,9137,204,19,0,12401,0.976175213675214,"MANKHOOL",0,197,0,209,89,71,40,0,1,607,36808,1657.53629716366,60.6392092257002
"67","201704-318",63137936.133,"201704","318","2017",30.8,4755,1,0,85,1,14310,160,3,0,19315,0.988737649416154,"AL KARAMA",0,712,0,0,0,9,92,0,3,816,69095,913.784443635574,84.6752450980392
"68","201704-319",32035581.506,"201704","319","2017",30.8,1478,0,2,23,0,4048,60,0,0,5611,0.98539435248296,"OUD METHA",2,84,0,2,0,0,54,0,0,142,13364,2397.15515609099,94.112676056338
"69","201704-321",16598385.551,"201704","321","2017",30.8,542,0,1,50,4,296,7,0,0,900,0.976897689768977,"MADINAT DUBAI AL MELAHEYAH",1,28,0,0,0,0,52,0,15,96,8294,2001.25217639257,86.3958333333333
"70","201704-322",11122953.838,"201704","322","2017",30.8,401,2,14,13,0,2280,155,4,0,2869,0.934809348093481,"AL HUDAIBA",4,58,0,81,107,5,9,0,0,264,12164,914.415803847419,46.0757575757576
"71","201704-323",15542333.843,"201704","323","2017",30.8,345,1,0,30,0,1197,269,32,0,1874,0.799065420560748,"AL JAFILIYA",5,49,0,290,254,379,33,0,0,1010,21072,737.582281843204,20.8633663366337
"72","201704-324",4238500.51,"201704","324","2017",30.8,25,1,0,15,0,0,0,0,0,41,NA,"Al Kifaf",0,0,0,0,0,0,7,0,0,7,2,2119250.255,0.285714285714286
"73","201704-325",3139141.7,"201704","325","2017",30.8,45,1,1,39,0,4,160,28,0,278,0.0208333333333333,"ZA'ABEEL FIRST",1,0,0,245,17,14,14,0,1,292,2861,1097.21835022719,9.79794520547945
"74","201704-326",11987037.448,"201704","326","2017",30.8,335,1,2,32,5,1052,43,0,0,1470,0.960730593607306,"AL JADAF",7,57,1,0,12,0,171,6,46,300,1053,11383.7012801519,3.51
"75","201704-332",28103044.543,"201704","332","2017",30.8,720,0,1,50,0,1931,459,29,0,3190,0.798263745349318,"JUMEIRA FIRST",33,41,0,542,1456,138,95,0,3,2308,17083,1645.08836521688,7.40164644714038
"76","201704-333",24337689.338,"201704","333","2017",30.8,1621,0,1,42,0,3927,348,36,0,5975,0.910925539318024,"AL BADA'A",10,225,0,405,1109,413,39,0,0,2201,51467,472.879502166437,23.3834620626988
"77","201704-334",17191981.944,"201704","334","2017",30.8,860,0,3,44,1,1789,322,47,0,3066,0.829008341056534,"AL SATWA",3,140,0,271,206,382,47,0,1,1050,40228,427.363576215571,38.312380952381
"78","201704-335",39433483.598,"201704","335","2017",30.8,1985,3,0,13,0,4815,95,0,0,6911,0.980651731160896,"TRADE CENTER FIRST",0,36,5,0,0,0,20,0,0,61,14499,2719.73816111456,237.688524590164
"79","201704-336",42877365.883,"201704","336","2017",30.8,650,2,0,12,0,2923,57,1,0,3645,0.980543441798054,"TRADE CENTER SECOND",0,26,9,0,0,0,28,0,0,63,11755,3647.58535797533,186.587301587302
"80","201704-337",36693519.864,"201704","337","2017",30.8,757,5,3,43,0,2460,111,2,0,3381,0.956082394092499,"ZA'ABEEL SECOND",3,16,3,201,0,22,65,0,0,310,6806,5391.34878989127,21.9548387096774
"81","201704-342",9995998.478,"201704","342","2017",30.8,113,0,0,19,0,912,375,25,0,1444,0.695121951219512,"JUMEIRA SECOND",6,2,0,466,866,1,13,0,1,1355,8001,1249.34364179478,5.90479704797048
"82","201704-343",23832094.271,"201704","343","2017",30.8,850,2,4,78,0,1808,602,42,0,3386,0.737357259380098,"AL WASL",1,50,0,572,278,51,56,0,1,1009,10736,2219.82994327496,10.6402378592666
"83","201704-345",104769934.327,"201704","345","2017",30.8,6315,1,1,25,0,15518,359,0,0,22219,0.977388675442464,"BURJ Khalifah",0,73,33,0,67,0,35,0,0,208,13201,7936.51498575865,63.4663461538462
"84","201704-346",952277.152,"201704","346","2017",30.8,210,0,0,0,0,507,6,0,0,723,0.988304093567251,"BUSINESS BAY",1,86,14,0,9,0,75,0,0,185,14935,63.7614430532307,80.7297297297297
"85","201704-347",2061689.69,"201704","347","2017",30.8,29,0,1,6,0,2,1,0,0,39,0.666666666666667,"AL MERKADH",2,5,0,6,588,0,12,0,0,613,7,294527.098571429,0.0114192495921697
"86","201704-352",14110346.726,"201704","352","2017",30.8,267,0,1,35,0,1268,520,36,0,2127,0.695175438596491,"JUMEIRA THIRD",6,3,0,664,1097,25,43,0,1,1839,11560,1220.61822889273,6.28602501359434
"87","201704-353",9890515.066,"201704","353","2017",30.8,271,1,4,18,0,1148,191,1,0,1634,0.856716417910448,"AL SAFA FIRST",21,17,0,195,1134,0,27,0,0,1394,7540,1311.73939867374,5.40889526542324
"88","201704-354",32954998.485,"201704","354","2017",30.8,884,1,1,44,23,704,802,132,0,2591,0.42979242979243,"AL QOUZ FIRST",2,7,0,1238,49,372,84,10,0,1762,15665,2103.73434312161,8.89046538024972
"89","201704-355",1384824.54,"201704","355","2017",30.8,19,1,0,9,0,89,273,36,0,427,0.223618090452261,"AL QOUZ SECOND",0,1,0,790,128,58,8,0,0,985,4463,310.290060497423,4.53096446700508
"90","201704-356",10428618.507,"201704","356","2017",30.8,250,0,0,23,1,999,395,25,0,1693,0.704016913319239,"UMM SUQEIM FIRST",12,3,0,528,1044,14,40,0,3,1644,10743,970.736154426138,6.53467153284672
"91","201704-357",8000826.598,"201704","357","2017",30.8,181,0,4,18,0,607,284,10,0,1104,0.67369589345172,"AL SAFA SECOND",1,1,0,420,482,0,24,0,2,930,5643,1417.83211022506,6.06774193548387
"92","201704-358",14810169.729,"201704","358","2017",30.8,1421,0,2,6,12,103,0,0,0,1544,1,"AL QOUZ THIRD",0,70,0,0,0,0,130,8,7,215,40525,365.457612066626,188.488372093023
"93","201704-359",6685879.106,"201704","359","2017",30.8,231,0,0,5,0,892,250,89,0,1467,0.724614134849716,"AL QOUZ FOURTH",2,81,0,401,59,0,21,0,1,565,17251,387.564727030317,30.5327433628319
"94","201704-362",11471916.95,"201704","362","2017",30.8,224,0,0,34,0,1136,423,41,0,1858,0.71,"UMM SUQEIM SECOND",17,2,0,601,1053,32,45,0,8,1758,11012,1041.76506992372,6.26393629124005
"95","201704-363",8649953.9,"201704","363","2017",30.8,195,0,3,15,0,657,372,18,0,1260,0.627507163323782,"AL MANARA",5,1,0,661,491,0,29,0,0,1187,7342,1178.14681285753,6.18534119629318
"96","201704-364",35799545.361,"201704","364","2017",30.8,2197,0,1,13,147,149,1,0,0,2508,0.993333333333333,"AL QOUZE IND.FIRST",19,70,0,0,0,0,125,61,275,550,26569,1347.41786898265,48.3072727272727
"97","201704-365",48487470.796,"201704","365","2017",30.8,1191,3,5,25,57,9641,46,1,0,10969,0.995148637489678,"AL QOUZE IND.SECOND",36,347,0,0,0,0,171,40,60,654,157966,306.948778825823,241.538226299694
"98","201704-366",21470442.259,"201704","366","2017",30.8,174,0,0,22,0,589,192,13,0,990,0.741813602015113,"UMM SUQEIM THIRD",6,12,0,235,571,48,37,0,1,910,6806,3154.63447825448,7.47912087912088
"99","201704-367",5735213.17,"201704","367","2017",30.8,202,0,3,10,0,227,218,9,0,669,0.5,"UMM AL SHEIF",1,7,0,423,128,0,33,0,2,594,3946,1453.42452356817,6.64309764309764
"100","201704-368",53623631.882,"201704","368","2017",30.8,2531,0,4,20,123,89,1,0,0,2768,0.988888888888889,"AL QOUZE IND.THIRD",31,66,0,0,0,0,136,31,407,671,23995,2234.78357499479,35.7600596125186
"101","201704-369",22078264.67,"201704","369","2017",30.8,2338,2,3,20,85,189,0,0,0,2637,1,"AL QOUZE IND.FOURTH",12,124,0,0,0,0,125,56,444,761,38240,577.360477771967,50.2496714848883
"102","201704-372",15381314.178,"201704","372","2017",30.8,244,0,3,41,0,793,61,3,0,1145,0.925320886814469,"AL SAFOUH FIRST",7,11,0,104,276,0,15,0,18,431,3445,4464.82269317852,7.99303944315545
"103","201704-373",55173918.53,"201704","373","2017",30.8,2822,2,1,22,0,10835,203,0,0,13885,0.981608987135351,"AL BARSHA FIRST",6,213,1,10,933,0,50,0,2,1215,33345,1654.63843244864,27.4444444444444
"104","201704-375",10929557.241,"201704","375","2017",30.8,83,0,1,21,0,479,921,77,0,1582,0.324306025727827,"AL BARSHA THIRD",0,4,0,1618,55,0,41,0,0,1718,11680,935.749763784247,6.79860302677532
"105","201704-376",15048079.696,"201704","376","2017",30.8,276,0,3,20,0,439,1097,82,0,1917,0.271322620519159,"AL BARSHA SECOND",3,1,0,1766,76,0,82,0,0,1928,12800,1175.63122625,6.63900414937759
"106","201704-381",59602435.208,"201704","381","2017",30.8,564,5,0,20,1,8215,344,0,0,9149,0.959808388830471,"NAKHLAT JUMEIRA",0,88,1,0,1576,0,14,0,0,1679,12711,4689.04375800488,7.57057772483621
"107","201704-382",50129100.808,"201704","382","2017",30.8,2637,0,4,27,0,1015,9,0,0,3692,0.9912109375,"AL SAFOUH SECOND",3,21,2,0,717,0,74,0,0,817,5592,8964.43147496423,6.84455324357405
"108","201704-383",15085024.942,"201704","383","2017",30.8,2513,0,1,10,0,6714,56,0,0,9294,0.991728212703102,"AL THANYAH FIRST",2,75,1,0,76,0,19,0,0,173,20007,753.987351526966,115.647398843931
"109","201704-384",532258.922,"201704","384","2017",30.8,14,3,1,5,0,190,2,0,0,215,0.989583333333333,"AL THANYAH SECOND",1,0,0,0,0,0,1,0,0,2,115,4628.33845217391,57.5
"110","201704-388",13889337.83,"201704","388","2017",30.8,321,0,0,12,0,7574,53,0,0,7960,0.993051003015602,"AL THANYAH THIRD",2,89,1,0,1237,0,15,0,0,1344,12025,1155.03848898129,8.94717261904762
"111","201704-390",11790.27,"201704","390","2017",30.8,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","201704-392",82568494.371,"201704","392","2017",30.8,2846,0,2,17,0,28280,298,2,0,31445,0.989503149055283,"MARSA DUBAI",4,189,18,0,137,0,72,0,0,420,52917,1560.3396710131,125.992857142857
"113","201704-393",41536091.131,"201704","393","2017",30.8,6274,0,4,12,11,15442,166,0,0,21909,0.989364428498206,"AL THANYAH FIFTH",0,53,2,0,3325,0,73,0,0,3453,28012,1482.79634196059,8.11236605849986
"114","201704-394",14042014.678,"201704","394","2017",30.8,393,0,2,9,0,7284,204,1,0,7893,0.972626518894378,"AL THANYAH  FOURTH",0,1,0,0,7456,0,17,0,3,7477,17260,813.558208458864,2.30841246489234
"115","201704-411",608806.12,"201704","411","2017",30.8,9,0,0,0,0,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","201704-412",24046923.858,"201704","412","2017",30.8,731,0,0,16,9,1026,70,0,0,1852,0.936131386861314,"AL KHEERAN",0,30,0,0,59,0,45,3,6,143,3687,6522.08404068348,25.7832167832168
"117","201704-413",46145.2,"201704","413","2017",30.8,0,0,1,1,0,0,0,0,0,2,NA,"RAS AL KHOR",0,0,0,0,0,0,1,0,0,1,2,23072.6,2
"118","201704-414",11145.89,"201704","414","2017",30.8,0,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","201704-415",447508.32,"201704","415","2017",30.8,5,0,2,4,0,0,0,0,0,11,NA,"AL KHAIRAN FIRST",0,3,0,0,0,0,5,0,1,9,2,223754.16,0.222222222222222
"120","201704-416",12151848.171,"201704","416","2017",30.8,603,2,2,29,2,176,1102,78,0,1994,0.129793510324484,"NADD AL HAMAR",1,11,0,1523,0,0,88,0,35,1658,13013,933.823727887497,7.84861278648975
"121","201704-421",8069844.057,"201704","421","2017",30.8,314,2,0,0,0,5386,962,42,0,6706,0.842879499217527,"AL WARQA'A FIRST",0,219,0,0,0,0,12,0,0,231,16776,481.035053469242,72.6233766233766
"122","201704-422",5423442.45,"201704","422","2017",30.8,69,0,2,13,0,100,794,58,0,1036,0.105042016806723,"AL WARQA'A SECOND",0,0,0,1242,0,0,19,0,0,1261,9760,555.680578893443,7.73988897700238
